Data_S22_Consensus: Where does FSSI localise across the consensus skin-fibroblast atlas?
Source file(s): anonymous_source_046.csv; anonymous_source_047.csv | Boundary: Inference is accession-level because portal donor identifiers are absent; overlapping accessions are excluded.

source_table,scope,celltype,n_accessions,mean_FSSI,mean_equal_weight_FSSI,ci_low,ci_high,mean_pathological_component,mean_repair_component,accession,development_overlap,accession_auditable,matched_subtypes,lesional_minus_nonlesional
anonymous_source_048.csv,all_atlas_accessions,F1: Superficial,29,-0.43038077062108665,-0.6317014819987122,-0.519115279300968,-0.34164626194120523,-0.8483725119057788,-0.15900547164746598
anonymous_source_048.csv,all_atlas_accessions,F2/3: Stroma_PPARG+,31,-1.3341411553756404,-1.5930828426390253,-1.462693196126917,-1.2055891146243638,-1.2640523151056309,1.432969419457459
anonymous_source_048.csv,all_atlas_accessions,F2: Universal,30,-0.9455749903124319,-0.996542148886816,-1.0702920822938757,-0.820857898330988,-0.7195497556872823,1.2642802433974507
anonymous_source_048.csv,all_atlas_accessions,F3: FRC-like,31,-1.088133306973222,-1.3795388714292176,-1.2027144261893041,-0.9735521877571398,-1.3390395847118317,0.7343447183675262
anonymous_source_048.csv,all_atlas_accessions,F4: DP_HHIP+,22,-0.25514390589149616,-0.390267061580936,-0.35374482882155694,-0.15654298296143537,-1.3471121895476086,-1.284578102496633
anonymous_source_048.csv,all_atlas_accessions,F4: DS_DPEP1+,31,-0.5806478865977129,-0.8701417428677858,-0.6902122492756709,-0.4710835239197549,-0.7585929786074957,0.3297376920866083
anonymous_source_048.csv,all_atlas_accessions,F4: TNN+COCH+,27,-0.43125958264067854,-0.6008504894714023,-0.5583456422211079,-0.3041735230602492,-0.6155384768402952,0.17141845600047217
anonymous_source_048.csv,all_atlas_accessions,F5: NGFR+,31,-1.192480976633059,-1.32297465605161,-1.3439226526524457,-1.0410393006136724,-1.3998802220705537,0.9000391653617644
anonymous_source_048.csv,all_atlas_accessions,F5: RAMP1+,27,-1.1943034059267867,-1.4635508461226339,-1.2999580182236994,-1.088648793629874,-1.238340602982727,1.132209073600824
anonymous_source_048.csv,all_atlas_accessions,F6: Inflammatory myofibroblast,30,-0.027330355424364003,-0.2057467989201972,-0.16221692623704614,0.10755621538831815,-0.4033542519235379,-0.5028794297729968
anonymous_source_048.csv,all_atlas_accessions,F6: Myofibroblast,29,0.15972943411551438,0.012003086937793872,-0.033195673692407,0.35265454192343576,0.10160859670237785,-0.24168230202421037
anonymous_source_048.csv,all_atlas_accessions,F7: Fascia-like myofibroblast,31,0.43436702396182186,0.32857919717779155,0.22113860704829336,0.6475954408753504,0.176303358824745,-0.798247835084351
anonymous_source_048.csv,all_atlas_accessions,F_Fascia,12,0.3838983705358183,0.43729858916869624,-0.01813289183689426,0.7859296329085309,0.35706610196049,-0.421733017456228
anonymous_source_048.csv,nonoverlap_accessions,F1: Superficial,25,-0.4368295881037447,-0.6407402591661403,-0.5248065862387712,-0.34885258996871826,-0.8401231470133605,-0.1318315880388628
anonymous_source_048.csv,nonoverlap_accessions,F2/3: Stroma_PPARG+,27,-1.3548996902663555,-1.6249774456162873,-1.4992844347887324,-1.2105149457439786,-1.2752834173886787,1.4671620420309621
anonymous_source_048.csv,nonoverlap_accessions,F2: Universal,26,-0.977856804601893,-1.039878728522927,-1.112338727268763,-0.8433748819350227,-0.7302279291535747,1.3270241157289024
anonymous_source_048.csv,nonoverlap_accessions,F3: FRC-like,27,-1.113777759825833,-1.4128733544464462,-1.2389075386422328,-0.988647981009433,-1.3519914025079198,0.7778863298038394
anonymous_source_048.csv,nonoverlap_accessions,F4: DP_HHIP+,19,-0.27891945458166634,-0.4212868629497115,-0.3866963324747947,-0.171142576688538,-1.3617626099532523,-1.2479357324350504
anonymous_source_048.csv,nonoverlap_accessions,F4: DS_DPEP1+,27,-0.5864059783484192,-0.8878264331032865,-0.7074016791319293,-0.46541027756490916,-0.7641850350628796,0.3357299007088421
