scenario,axis_id,ligand,receptor,expected_delta,dataset_id,donor_id,oriented_delta
collapse_NF2_NF3,PDGFB_PDGFRA,PDGFB,PDGFRA,negative,GSE181297,GSE181297:GSM5494439_Ke02,0.015361309707659
collapse_NF2_NF3,PDGFB_PDGFRA,PDGFB,PDGFRA,negative,GSE181297,GSE181297:GSM5610149_NS02,0.160556865486453
collapse_NF2_NF3,PDGFB_PDGFRA,PDGFB,PDGFRA,negative,GSE243716,GSE243716:P1,0.1062360229548824
collapse_NF2_NF3,POSTN_ITGAV_ITGB1,POSTN,ITGAV;ITGB1,positive,GSE163973,GSE163973:KF1_matrix,0.513546609102695
collapse_NF2_NF3,POSTN_ITGAV_ITGB1,POSTN,ITGAV;ITGB1,positive,GSE163973,GSE163973:KF2_matrix,0.880220035302991
collapse_NF2_NF3,POSTN_ITGAV_ITGB1,POSTN,ITGAV;ITGB1,positive,GSE163973,GSE163973:KF3_matrix,0.801762835567562
collapse_NF2_NF3,POSTN_ITGAV_ITGB1,POSTN,ITGAV;ITGB1,positive,GSE163973,GSE163973:NF1_matrix,-0.0055452023653584
collapse_NF2_NF3,POSTN_ITGAV_ITGB1,POSTN,ITGAV;ITGB1,positive,GSE163973,GSE163973:collapse_NF2_NF3,0.07138728654222876
collapse_NF2_NF3,POSTN_ITGAV_ITGB1,POSTN,ITGAV;ITGB1,positive,GSE181297,GSE181297:GSM5494438_Ke01,0.292808439294339
collapse_NF2_NF3,POSTN_ITGAV_ITGB1,POSTN,ITGAV;ITGB1,positive,GSE181297,GSE181297:GSM5494439_Ke02,0.236381856518105
collapse_NF2_NF3,POSTN_ITGAV_ITGB1,POSTN,ITGAV;ITGB1,positive,GSE181297,GSE181297:GSM5610149_NS02,0.351546256267405
collapse_NF2_NF3,POSTN_ITGAV_ITGB1,POSTN,ITGAV;ITGB1,positive,GSE243716,GSE243716:P1,0.17148154773874
collapse_NF2_NF3,TGFB1_TGFBR,TGFB1,TGFBR1;TGFBR2,positive,GSE163973,GSE163973:KF1_matrix,0.0289122379531753
collapse_NF2_NF3,TGFB1_TGFBR,TGFB1,TGFBR1;TGFBR2,positive,GSE163973,GSE163973:KF2_matrix,0.0201986220957824
collapse_NF2_NF3,TGFB1_TGFBR,TGFB1,TGFBR1;TGFBR2,positive,GSE163973,GSE163973:KF3_matrix,0.0353046379797788
collapse_NF2_NF3,TGFB1_TGFBR,TGFB1,TGFBR1;TGFBR2,positive,GSE163973,GSE163973:NF1_matrix,-0.0043079480162279
collapse_NF2_NF3,TGFB1_TGFBR,TGFB1,TGFBR1;TGFBR2,positive,GSE163973,GSE163973:collapse_NF2_NF3,0.00435285620507755
collapse_NF2_NF3,TGFB1_TGFBR,TGFB1,TGFBR1;TGFBR2,positive,GSE181297,GSE181297:GSM5494438_Ke01,0.0780972116725169
collapse_NF2_NF3,TGFB1_TGFBR,TGFB1,TGFBR1;TGFBR2,positive,GSE181297,GSE181297:GSM5494439_Ke02,0.0559838800160266
collapse_NF2_NF3,TGFB1_TGFBR,TGFB1,TGFBR1;TGFBR2,positive,GSE181297,GSE181297:GSM5610149_NS02,0.0219275344083786
collapse_NF2_NF3,TGFB1_TGFBR,TGFB1,TGFBR1;TGFBR2,positive,GSE243716,GSE243716:P1,0.0289263058878223
