accession,celltype,scarvcell_overlap,accession_auditable,n_contexts,n_cells,FSSI,equal_weight_FSSI,pathological_component,repair_component
GSE138669,F5: NGFR+,False,True,2.0,310.0,-1.4597467818273497,-1.5470480478728663,-1.5822578286375437,1.2870009632283492
GSE138669,F5: RAMP1+,False,True,2.0,105.0,-1.3813789865561035,-1.621515375522576,-1.4410047800606327,1.2973040661571889
GSE138669,F6: Inflammatory myofibroblast,False,True,2.0,38.0,-0.42193559135050546,-0.6524611163412355,-0.6780208440747121,0.06084442639202656
GSE138669,F6: Myofibroblast,False,True,2.0,250.0,0.013439996204390169,-0.16227808730565185,0.32778420775841743,0.4297987937709184
GSE138669,F7: Fascia-like myofibroblast,False,True,2.0,34.0,0.37054597090270613,0.23480830788904666,0.4016533507187572,-0.32668323418869205
GSE138669,F_Fascia,False,True,1.0,1.0,0.8123427633892264,0.9460488313578499,0.8539604065081186,-0.753660105654105
GSE144236,F2/3: Stroma_PPARG+,False,True,2.0,5.0,-1.3876239280168536,-1.7387675297970724,-1.5072825540160675,1.218900144824545
GSE144236,F2: Universal,False,True,1.0,111.0,-1.6422018962770393,-1.8351127896788666,-0.886989572658482,2.7070835902655372
GSE144236,F3: FRC-like,False,True,2.0,10.0,-1.466264878131536,-1.8419161109467623,-1.5054944343592287,1.4109495251060464
GSE144236,F4: DS_DPEP1+,False,True,1.0,3.0,0.13295366953645602,0.03663655210879716,-0.6071225353502009,-1.1764927883953407
GSE144236,F5: NGFR+,False,True,1.0,1.0,0.41029656214102994,0.28850841286108453,-1.0701065412791486,-2.497728288628774
GSE144236,F6: Inflammatory myofibroblast,False,True,1.0,616.0,0.11753648313523737,0.04203593623729386,-0.3882387244740487,-0.8307011694260176
GSE144236,F6: Myofibroblast,False,True,1.0,50.0,0.3485215713959356,0.18804497639610182,-0.08974588518382848,-0.9664974398861476
GSE144236,F7: Fascia-like myofibroblast,False,True,1.0,16.0,0.1834206994219863,0.12362694812687153,-0.32461493830849364,-0.8997726889138931
GSE154775,F1: Superficial,False,True,1.0,130.0,-0.45550513294555905,-0.6052017341934489,-0.6965015446879086,0.11568987946598046
GSE154775,F2/3: Stroma_PPARG+,False,True,1.0,165.0,-1.1480448639080014,-1.4842582318828512,-0.6067249231242653,1.9113291450351295
GSE154775,F2: Universal,False,True,1.0,114.0,-0.5248340139485613,-0.4298542615185108,-0.07166050077123477,1.1638280601139541
GSE154775,F3: FRC-like,False,True,1.0,123.0,-0.8712318695863164,-1.08931955688894,-1.0258015966544536,0.6532819399413764
GSE154775,F4: DP_HHIP+,False,True,1.0,5.0,-0.23007465282371617,-0.21321580404915913,-1.4287125302090586,-1.4600560474183601
GSE154775,F4: DS_DPEP1+,False,True,1.0,52.0,-0.2885540292823039,-0.5474158383338042,-0.735071525057082,-0.341054747515552
GSE154775,F4: TNN+COCH+,False,True,1.0,10.0,-0.6889893824261155,-0.697151369309839,-0.4587301950564407,1.0136646900638115
GSE154775,F5: NGFR+,False,True,1.0,11.0,-1.1916392580552062,-1.4121820716792657,-1.4864097490379768,0.7760002517006246
GSE154775,F5: RAMP1+,False,True,1.0,27.0,-0.9465817834525804,-1.2451248541039437,-0.7474694005853051,1.2273387638814168
GSE154775,F6: Inflammatory myofibroblast,False,True,1.0,180.0,-0.07434980383895831,-0.10525674080232192,-0.6959706677576942,-0.802162215213732
GSE154775,F6: Myofibroblast,False,True,1.0,171.0,0.25259550775326617,0.14967065514653685,0.5644592997383787,0.18714578448565422
GSE154775,F7: Fascia-like myofibroblast,False,True,1.0,33.0,0.7242173621003255,0.7242981733703131,0.8918285177690202,-0.48787846004872476
GSE158924,F1: Superficial,False,True,2.0,161.0,-0.6344707861591173,-0.9993725428540802,-1.022643194981018,0.08713107871726924
GSE158924,F2/3: Stroma_PPARG+,False,True,2.0,162.0,-1.9100864991884943,-2.5120132323601347,-1.2283947482695219,2.87130103951587
GSE158924,F2: Universal,False,True,2.0,406.0,-1.491205180096634,-1.7272589300343761,-1.0342752979017653,2.1354958673224917
GSE158924,F3: FRC-like,False,True,2.0,387.0,-1.4251689928363473,-1.9357278919369119,-1.367299691997383,1.506767183411496
GSE158924,F4: DP_HHIP+,False,True,2.0,5.0,-0.37839731910044155,-0.7398351248894999,-0.9855932843442531,-0.47777497553810544
GSE158924,F4: DS_DPEP1+,False,True,2.0,93.0,-0.9780766476663084,-1.5988741037690848,-0.6852672549092191,1.390950421601704
GSE158924,F4: TNN+COCH+,False,True,2.0,92.0,-0.6176705196267287,-0.9185378982472352,-0.720387315816579,0.47283544145477274
GSE158924,F5: NGFR+,False,True,2.0,14.0,-1.6244347926279927,-1.9736540803581784,-1.2742047506670606,2.118274139133933
GSE158924,F5: RAMP1+,False,True,2.0,49.0,-1.3210580389205326,-1.8373272986834215,-0.8719413995450886,1.954331719420087
GSE158924,F6: Inflammatory myofibroblast,False,True,2.0,20.0,-0.2611715248552361,-0.47193242972533034,-0.23388975445936552,0.29963998857807345
GSE158924,F6: Myofibroblast,False,True,2.0,27.0,-0.5002212205168747,-0.7256788259059945,-0.21617985866153747,0.9007316956717837
GSE158924,F7: Fascia-like myofibroblast,False,True,1.0,1.0,-1.3299220502744034,-1.6746559533501966,-1.0617474984705353,1.7080596442707485
GSE163028,F2/3: Stroma_PPARG+,False,True,1.0,1665.0,-1.2680392275181196,-1.3571560575099955,-1.4594005513664414,0.9982115719959038
GSE163028,F2: Universal,False,True,1.0,7.0,-1.0841172906155647,-1.115655884559367,-1.1451234211825,0.9980960358901027
GSE163028,F3: FRC-like,False,True,1.0,7.0,-1.1606672917288996,-1.3649842055714292,-1.6717983455883174,0.4399506330335204
GSE163028,F4: DS_DPEP1+,False,True,1.0,2.0,-0.7432303160436223,-1.0706037276457716,-0.5837338132497686,0.9681272102925913
